index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound,positive,negative,neutral_sentiment,anger,disgust,fear,joy,neutral,sadness,surprise
0,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.","Momma Bear of a 9th Grader, Sloths Are My Spirit Animal",Not for me....,I was hopeful that this would work but not for me. Some ostomy users love it but it did nothing to mask the odor from my illeostomy.,8/19/2020,2.0,Yes,0,0.8381,0.249,0.0,0.751,0.013838428072631359,0.5388737916946411,0.03135091811418533,0.01854136399924755,0.37224891781806946,0.01990337483584881,0.005243207793682814
1,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",joyce k fisk,Three Stars,great,1/6/2015,3.0,Yes,0,0.6249,1.0,0.0,0.0,0.03452455624938011,0.012961440719664097,0.012460824102163315,0.6147434711456299,0.2331220954656601,0.035396452993154526,0.056791096925735474
2,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",ليس عملي وغالي السعر لا اوصي به,,ليس عملي وغالي السعر لا وصي به,9/25/2024,,Yes,0,0.0,0.0,0.0,1.0,0.19720005989074707,0.06306648999452591,0.27386197447776794,0.019310656934976578,0.3413633108139038,0.09501442313194275,0.010183044709265232
3,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Wendy,Worked great,Worked great but i got rash from it im allergic but im am to every thing,10/15/2024,5.0,Yes,0,-0.5859,0.122,0.304,0.574,0.11523560434579849,0.02187429927289486,0.04865462705492973,0.015422223135828972,0.0697336196899414,0.6972225308418274,0.031857024878263474
4,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Pen,It works good,It works good..,9/29/2024,5.0,Yes,0,0.0,0.0,0.0,1.0,0.008884623646736145,0.009698565118014812,0.001440643914975226,0.4928642213344574,0.4513384997844696,0.017226196825504303,0.018547240644693375
5,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Lauryl Ford,It came on time,This product is used for after surgery care.Love the product .,9/20/2024,5.0,Yes,0,0.0,0.0,0.0,1.0,0.009453771635890007,0.010617564432322979,0.0008808400598354638,0.871458113193512,0.07373438030481339,0.013431304134428501,0.020424051210284233
6,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Patricia Jakubisin,Easy to use.,Not sure if this works or not but I purchased it and use daily.,8/23/2024,4.0,Yes,0,-0.1232,0.0,0.11,0.89,0.012334226630628109,0.013248976320028305,0.0028494056314229965,0.004713614005595446,0.8771833777427673,0.012701816856861115,0.07696862518787384
7,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Robert Booth,Smells great,Very good on controlling the smell,9/23/2024,5.0,Yes,0,0.4927,0.39,0.0,0.61,0.01173551194369793,0.2729312777519226,0.005915528163313866,0.03720761090517044,0.6535107493400574,0.012312410399317741,0.00638685142621398
8,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Sonja T.,Works great,So glad I tried this as it does help a great deal,9/18/2024,5.0,Yes,0,0.8777,0.59,0.0,0.41,0.0015427260659635067,0.0007265896419994533,0.0003943855408579111,0.9597604870796204,0.009670762345194817,0.004892885684967041,0.023012150079011917
9,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Christine,Nice smell,"I like that after I change out the ostomy bag, the room smells like this deodorant instead of the bag.",8/31/2024,5.0,Yes,0,0.6124,0.238,0.0,0.762,0.007893639616668224,0.7190603613853455,0.0044007934629917145,0.04026646167039871,0.21022938191890717,0.01367419958114624,0.0044751400128006935
10,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Jennifer,Amazing,My mo. Says this is absolutely worth the buy. And works amazingly.,7/28/2024,5.0,Yes,2,0.2944,0.166,0.0,0.834,0.013078611344099045,0.0037377618718892336,0.002899888902902603,0.4202720522880554,0.422730028629303,0.007146851159632206,0.13013479113578796
11,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Peggy Mills,Bravo,It works pretty good but I think I might like baby oil just as well,7/14/2024,4.0,Yes,0,0.8381,0.525,0.0,0.475,0.005139622837305069,0.0252667423337698,0.0020966259762644768,0.10829110443592072,0.8353442549705505,0.012327279895544052,0.011534391902387142
12,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Lisa,A light clean smell,Liked that the scent wasn’t overpowering. Nice clean scent. Bought to use in my colostomy.,7/20/2024,5.0,Yes,0,0.8074,0.409,0.0,0.591,0.006864146329462528,0.20701293647289276,0.0043970816768705845,0.5619776844978333,0.19648084044456482,0.014414217323064804,0.008853096514940262
13,"Brava Ostomy Deodorant Lubricating 12061, 1 Ct","Coloplast Brava is a deodorizer and pouch lubricant that fights odors, prevents the pouch from sticking together, and smooths the pouch interior to make it easier to empty.",Big o,Truly is effective,It works very well for what it’s worthWhy can’t I get rewarded for ratingProducts?,4/26/2024,4.0,Yes,0,0.6801,0.337,0.0,0.663,0.08175895363092422,0.01192493923008442,0.0018209287663921714,0.21111151576042175,0.5515003800392151,0.03525930270552635,0.10662399977445602
